App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6074815,HDR,05/16/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6077446,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075659,HDR,05/29/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6077827,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073519,HDR,04/29/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,07/17/2024 05:00:01 AM
6076734,HDR,06/17/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6075075,HDR,05/20/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077637,HDR,07/02/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077661,HDR,07/02/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077718,HDR,07/03/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077696,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6077784,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6075884,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,07/17/2024 05:00:01 AM
6078158,HDR,07/11/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075515,HDR,05/27/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075734,HDR,05/30/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6078259,HDR,07/13/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6071920,HDR,04/05/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077746,HDR,07/03/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6075798,HDR,05/31/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,07/17/2024 05:00:01 AM
6078198,HDR,07/12/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077185,HDR,06/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6073240,HDR,04/24/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6074835,HDR,05/17/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078317,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076060,HDR,06/05/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075765,HDR,05/31/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6076035,HDR,06/04/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078173,HDR,07/12/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6074923,PDR,05/18/2024,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed,07/17/2024 05:00:01 AM
6074341,HDR,05/10/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6071620,HDR,04/01/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6078283,HDR,07/14/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073504,HDR,04/29/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6074219,HDR,05/08/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,07/17/2024 05:00:01 AM
6076214,HDR,06/07/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076656,HDR,06/14/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075219,HDR,05/22/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6074671,HDR,05/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075402,HDR,05/25/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077802,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,07/17/2024 05:00:01 AM
6076093,HDR,06/05/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077549,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6072708,HDR,04/17/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076691,HDR,06/14/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,07/17/2024 05:00:01 AM
6075365,HDR,05/24/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6072363,HDR,04/12/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075919,HDR,06/03/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6073244,HDR,04/25/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,07/17/2024 05:00:01 AM
6077473,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6076545,HDR,06/13/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,07/17/2024 05:00:01 AM
6078415,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076500,HDR,06/12/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6074130,HDR,05/07/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6071641,HDR,04/02/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078437,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076936,HDR,06/20/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076752,HDR,06/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077425,HDR,06/28/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078070,HDR,07/10/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6071709,HDR,04/03/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075899,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6077749,HDR,07/04/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6071598,HDR,04/01/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6077666,HDR,07/02/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075209,HDR,05/22/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6074686,HDR,05/15/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,07/17/2024 05:00:01 AM
6076102,HDR,06/05/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077570,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075411,HDR,05/25/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078154,HDR,07/11/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6074841,HDR,05/17/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076834,HDR,06/18/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077485,HDR,06/29/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076458,HDR,06/11/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,07/17/2024 05:00:01 AM
6076165,HDR,06/06/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076710,HDR,06/15/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075331,HDR,05/23/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6074919,HDR,05/18/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077764,HDR,07/04/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6073984,HDR,05/06/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,07/17/2024 05:00:01 AM
6076677,HDR,06/14/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078272,HDR,07/13/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073667,HDR,04/30/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6073663,HDR,04/30/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075253,HDR,05/22/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077106,HDR,06/23/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6075334,HDR,05/23/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,07/17/2024 05:00:01 AM
6075395,HDR,05/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6074950,HDR,05/19/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6077043,HDR,06/21/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078256,HDR,07/13/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075407,HDR,05/25/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6074016,HDR,05/06/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6075170,HDR,05/21/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076415,HDR,06/11/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077690,HDR,07/02/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6077162,HDR,06/24/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6072395,HDR,04/13/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6077596,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6073705,HDR,05/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076878,HDR,06/19/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076174,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,07/17/2024 05:00:01 AM
6078008,HDR,07/09/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077762,HDR,07/04/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077706,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6072506,HDR,04/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6077832,HDR,07/06/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076872,HDR,06/19/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076898,HDR,06/19/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6072828,HDR,04/19/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076083,HDR,06/05/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077431,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6078015,HDR,07/09/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6076362,HDR,06/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078299,HDR,07/14/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073591,HDR,04/29/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077373,HDR,06/27/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6073182,HDR,04/24/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6075824,HDR,06/01/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6072221,HDR,04/11/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6074921,HDR,05/18/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077725,HDR,07/03/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078077,HDR,07/10/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6072786,HDR,04/18/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078262,HDR,07/13/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078286,HDR,07/14/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077051,HDR,06/21/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077977,HDR,07/09/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6077602,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073873,HDR,05/03/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077631,HDR,07/01/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,07/17/2024 05:00:01 AM
6076840,HDR,06/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078075,HDR,07/10/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6077758,HDR,07/04/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077567,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6076638,HDR,06/14/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6078237,HDR,07/13/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6074993,HDR,05/20/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,07/17/2024 05:00:01 AM
6077884,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077199,HDR,06/24/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073223,HDR,04/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075995,HDR,06/04/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6074768,HDR,05/16/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077659,HDR,07/02/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6075000,HDR,05/20/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6076276,HDR,06/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6077285,HDR,06/26/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076258,HDR,06/08/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6072064,HDR,04/08/2024,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6077125,HDR,06/24/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076646,HDR,06/14/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6076829,HDR,06/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6072608,HDR,04/16/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077388,HDR,06/27/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6074981,HDR,05/20/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6073215,HDR,04/24/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076338,HDR,06/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6074182,HDR,05/08/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6072881,HDR,04/20/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076267,HDR,06/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6073398,HDR,04/26/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6078025,HDR,07/09/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077805,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6074755,HDR,05/16/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6077957,HDR,07/08/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,07/17/2024 05:00:01 AM
6077079,HDR,06/22/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6076421,HDR,06/11/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6075666,HDR,05/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6078209,HDR,07/12/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6072664,HDR,04/17/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6072250,HDR,04/11/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6077391,HDR,06/27/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
6073806,HDR,05/02/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6072855,HDR,04/19/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,07/17/2024 05:00:01 AM
6077700,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,07/17/2024 05:00:01 AM
6071692,HDR,04/02/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Copy of DMV license needed,07/17/2024 05:00:01 AM
6077551,HDR,07/01/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,07/17/2024 05:00:01 AM
6072424,HDR,04/14/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,07/17/2024 05:00:01 AM
